"acetic_acid_norm","propionic_acid_norm","butyric_acid_norm","[Eubacterium]","[Ruminococcus]","[1-68]","Acidaminococcus","Acinetobacter","Adlercreutzia","AF12","Akkermansia","Alistipes","Anaerostipes","Anaerotruncus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Butyricicoccus","Butyricimonas","Campylobacter","Catenibacterium","cc_115","Citrobacter","Collinsella","Coprobacillus","Coprococcus","Dehalobacterium","Desulfovibrio","Dialister","Dorea","Enterobacter","Enterococcus","Epulopiscium","Faecalibacterium","Fusobacterium","Gemmiger","Gluconacetobacter","Granulicatella","Haemophilus","Hafnia","Holdemania","human","Klebsiella","Lachnobacterium","Lachnospira","Lactobacillus","Lactococcus","Megamonas","Megasphaera","Methanobrevibacter","Mitsuokella","Morganella","Odoribacter","Oscillospira","Oxalobacter","Parabacteroides","Paraprevotella","Peptococcus","Phascolarctobacterium","Porphyromonas","Prevotella","Pseudomonas","Pseudoramibacter_Eubacterium","rc4.4","RFN20","Rikenella","Roseburia","Ruminococcus","Serratia","Slackia","SMB53","Sneathia","Streptococcus","Sutterella","Synergistes","Turicibacter","Veillonella","WAL_1855D","Weissella"
19.922,9.1,4.588,0,125,0,0,0,0,13,0,3033,359,6,5967,0,223,101,351,28,296,0,0,0,0,43,0,297,0,23,960,302,0,0,0,1261,0,664,0,7,0,0,0,0,0,0,126,0,0,184,0,310,0,0,544,2141,0,1866,0,45,952,8,2065,0,0,0,0,0,351,752,0,0,0,0,16,172,0,0,0,11,0
106.8,52.502,69.972,0,231,0,0,0,0,0,0,71,120,0,1994,0,156,0,873,101,0,0,0,0,133,28,0,158,0,0,0,2174,0,0,0,4031,0,932,0,0,0,0,61,0,0,0,1962,0,5,0,0,0,0,0,0,601,0,343,0,0,121,0,0,0,0,0,0,0,2489,1107,0,0,0,0,341,156,0,0,0,0,0
64.65,16.867,11.194,156,18,0,136,0,0,0,192,564,16,6,8409,0,0,130,106,0,38,0,55,0,0,0,0,300,0,80,0,64,0,0,0,1314,0,619,0,0,0,0,0,500,0,63,471,0,0,0,0,12,0,0,268,1592,42,535,115,0,0,0,1663,0,0,0,0,0,1429,528,0,0,0,0,22,945,0,0,0,0,0
132.72,68.197,82.665,265,40,0,0,0,0,0,0,359,0,0,9513,0,0,0,207,0,0,0,99,0,0,0,0,179,0,0,554,84,0,0,0,1334,0,394,0,0,125,0,0,0,0,0,1670,0,0,0,0,0,0,0,310,1463,0,969,1024,0,393,0,0,0,0,0,0,0,770,346,0,0,0,0,63,434,0,0,38,0,0
30.047,15.665,19.8,163,0,0,256,0,0,0,249,481,39,0,7135,0,0,72,0,0,62,0,0,0,0,14,0,43,0,38,295,19,0,0,0,1163,0,322,0,0,0,0,0,239,0,0,80,0,0,0,0,0,0,0,102,2079,30,554,192,0,0,0,1406,0,0,0,0,0,1231,1170,0,0,0,0,0,105,0,0,0,0,0
94.691,62.619,58.615,159,0,0,0,0,0,0,0,594,249,0,8899,0,0,0,286,94,0,0,91,0,0,0,0,75,0,0,818,61,0,0,0,1447,0,355,0,0,0,0,0,0,0,0,980,0,0,0,0,0,0,0,402,1743,0,884,883,0,121,0,0,0,0,0,0,0,481,26,0,0,0,0,89,454,0,0,299,0,0
148.083,82.164,81.4,15,0,0,0,0,0,9,0,919,29,0,4269,0,37,0,95,0,139,0,192,0,0,0,0,132,26,155,0,316,0,0,0,1449,0,685,0,0,67,0,0,0,0,106,311,0,0,0,0,0,334,0,190,2326,16,1100,329,0,529,0,9899,0,0,0,0,0,607,779,0,0,0,0,128,157,0,0,37,0,0
70.732,16.177,40.272,0,0,0,0,0,0,0,0,0,606,0,12198,0,15,0,38,0,20,0,0,0,0,0,0,504,0,0,0,22,0,0,0,5107,7,463,0,0,85,0,16,0,0,0,2420,0,0,0,0,0,0,0,89,892,0,776,0,0,882,0,0,0,0,0,0,0,888,201,0,0,0,0,0,683,0,0,10,0,0
111.854,69.933,77.896,0,191,0,0,0,0,0,0,1278,226,0,5781,0,48,141,501,118,81,0,0,0,0,0,0,52,0,0,1214,180,0,0,0,1968,0,320,0,0,45,0,0,0,0,0,1191,0,0,0,0,0,95,0,305,1721,8,629,0,0,0,0,3372,0,0,0,0,0,1898,592,0,0,0,0,7,276,0,0,0,0,0
109.199,51.328,40.497,0,113,0,0,0,0,0,0,166,0,0,7074,0,189,40,5769,31,23,0,0,0,0,0,0,0,0,0,449,91,0,0,0,1527,0,944,0,0,0,0,0,0,0,908,114,0,0,0,0,0,0,0,162,961,0,712,1560,0,0,0,829,0,0,0,0,0,346,1090,0,0,0,0,0,0,0,0,20,0,0
357.394,131.785,86.13,0,167,0,536,0,0,9,386,392,0,0,15768,0,276,146,1483,117,188,0,0,0,0,62,0,1346,0,0,0,576,0,0,0,1084,0,508,0,0,0,0,0,0,0,46,691,0,0,0,0,0,0,0,432,585,0,1652,0,0,118,0,0,0,0,0,0,0,941,1173,0,0,0,0,26,732,0,0,0,0,0
146.466,43.26,54.086,300,28,0,0,0,0,0,292,1519,105,0,20411,0,32,102,84,61,0,0,141,0,0,9,0,932,0,0,806,174,0,0,0,1441,0,698,0,0,10,0,7,0,0,0,1240,0,0,0,0,0,0,0,340,2900,0,1929,1421,0,172,0,0,0,0,0,0,0,1176,956,0,0,0,0,219,799,0,0,97,0,0
13.466,5.087,3.006,0,59,3,0,0,0,5,993,1911,119,0,10230,0,9,41,125,72,245,0,0,0,0,20,0,1241,8,140,0,233,0,0,0,991,0,544,0,0,0,0,0,0,0,228,815,0,0,0,0,166,0,0,809,2973,22,1566,591,0,373,0,466,0,0,0,0,0,866,1523,0,0,0,0,0,443,0,10,0,0,0
279.53,82.844,80.657,33,298,0,0,0,8,0,0,172,0,0,8471,0,146,118,6588,198,31,0,0,0,0,0,0,522,0,0,720,249,0,0,0,1299,0,894,0,0,13,0,0,0,0,0,695,0,0,0,0,0,0,0,412,1455,0,841,2043,0,0,0,562,0,0,0,0,0,3468,2220,0,0,0,0,47,7,0,0,30,0,0
126.147,44.282,73.871,0,111,0,256,0,0,0,0,551,408,0,8266,0,329,0,1121,134,11,0,0,0,198,0,0,768,0,0,0,390,0,13,0,6602,0,993,0,0,96,0,78,0,0,980,1426,0,0,0,0,0,0,0,211,1220,0,1160,0,0,391,0,0,0,0,0,0,0,2929,1358,0,0,0,5,28,275,0,23,0,0,0
85.716,36.83,39.814,0,566,0,0,0,0,0,355,897,69,11,3772,0,80,122,117,26,77,0,0,0,0,236,0,920,0,0,414,854,0,0,0,3452,0,929,0,0,14,0,48,0,0,0,768,3,0,35,0,69,0,0,316,699,0,1131,534,0,250,0,841,0,0,0,0,0,1956,2045,56,0,0,0,187,21,0,0,39,0,0
153.189,41.652,58.581,248,0,0,0,0,0,0,0,351,36,0,8083,0,0,0,84,28,0,0,139,0,0,6,0,163,0,0,380,29,0,0,0,1733,0,286,0,0,22,0,0,0,0,0,1453,0,0,0,0,0,0,0,234,1403,0,786,845,0,211,0,0,0,0,0,0,0,730,262,0,0,0,0,0,893,0,0,36,0,0
150.433,86.294,127.934,73,0,0,0,0,0,0,0,526,61,0,8692,0,0,13,82,33,0,0,71,0,0,0,0,10,0,0,812,39,0,0,0,1563,0,394,0,0,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,200,1561,0,1006,950,0,0,0,0,0,0,0,0,0,713,132,0,0,0,0,0,379,0,0,0,0,0
158.614,89.979,91.734,237,121,0,0,0,0,0,0,0,35,0,7038,0,53,0,870,149,0,0,427,0,0,40,0,162,0,0,994,239,0,0,0,1872,0,633,0,0,103,0,0,0,0,0,1155,0,0,0,0,0,0,0,18,368,0,402,1117,0,397,0,0,0,0,0,0,0,1109,114,0,0,0,0,176,60,0,0,218,0,0
59.174,43.687,30.493,169,25,0,0,0,0,0,0,667,37,0,10451,0,21,0,328,131,0,0,190,0,0,41,0,203,0,0,1124,69,0,0,0,1802,0,577,0,0,0,0,0,0,0,0,1002,0,0,0,0,0,0,0,463,1528,0,1534,1599,0,262,6,0,0,0,0,0,0,803,0,0,0,0,0,59,0,0,10,352,0,0
158.275,89.054,157.207,0,529,0,0,0,0,0,0,727,148,0,8610,0,49,244,278,0,38,0,0,0,0,16,0,20,0,0,2131,187,0,0,0,3954,0,1018,0,0,20,0,0,0,0,0,779,0,0,0,0,0,9,0,194,2366,0,877,0,0,0,0,4938,0,0,0,0,0,1259,699,0,0,0,0,0,444,0,0,0,0,0
72.287,20.336,40.837,0,0,0,0,0,0,0,0,370,515,0,10724,0,0,106,125,6,19,0,0,0,0,0,0,278,0,0,0,130,0,0,0,4633,0,492,0,0,0,0,0,0,0,0,2578,0,0,0,0,0,0,0,0,979,0,1377,0,0,1104,0,0,0,0,0,0,0,1633,243,0,0,0,0,0,925,0,85,0,0,0
111.799,29.787,86.829,0,118,0,303,0,0,0,0,705,351,0,15116,0,32,205,423,53,38,0,0,0,0,0,0,481,0,0,0,360,0,0,0,2919,0,899,0,0,92,0,77,0,0,0,2146,0,0,0,0,0,0,0,228,1911,0,1572,0,0,1111,0,0,0,0,0,0,0,1658,277,0,0,0,17,31,1808,0,37,90,0,0
262.995,119.439,95.376,101,221,0,38,0,0,0,801,371,170,0,3093,0,0,65,191,26,20,0,53,0,0,20,0,533,0,350,1020,303,0,0,0,1569,0,340,0,0,30,0,0,0,28,0,1425,0,0,0,0,102,0,0,211,2247,5,721,834,0,36,0,7499,0,0,0,0,0,1312,566,0,12,0,0,0,363,0,0,24,0,0
325.494,77.854,60.271,0,45,0,452,0,0,9,0,242,17,0,20088,0,22,235,201,0,207,0,0,0,0,0,0,1499,0,0,83,111,0,0,0,1356,0,202,0,0,0,0,53,0,0,62,2459,0,0,0,0,0,0,0,791,1623,0,2003,0,0,210,0,0,0,0,0,0,0,1608,1812,0,0,0,0,0,802,0,0,0,0,0
121.317,56.709,49.965,368,0,0,0,0,0,0,43,849,122,0,13209,0,0,97,95,117,0,0,179,0,0,0,0,161,0,0,679,29,24,0,0,2171,0,682,0,0,42,0,0,0,0,0,1931,0,0,0,0,0,0,0,649,2158,0,1153,990,0,347,0,0,0,0,0,0,0,1282,420,0,0,0,0,558,899,0,0,248,0,0
309.729,72.184,172.884,0,197,0,0,0,0,0,0,550,838,0,8328,0,121,66,1116,0,0,0,0,0,0,0,0,1569,0,0,0,398,0,0,0,7059,0,1115,0,0,0,0,15,0,0,0,1276,0,0,0,0,0,0,0,182,456,0,1417,0,0,256,0,0,0,0,0,0,0,1339,914,0,0,0,0,0,269,0,0,0,0,0
25.927,7.506,7.971,248,451,0,66,0,0,0,0,1055,100,0,8037,0,0,137,175,48,362,0,0,89,0,159,17,319,0,387,0,193,0,0,0,348,0,706,0,0,0,0,0,624,0,170,466,0,0,0,0,27,0,0,428,3440,45,2476,311,0,293,0,425,0,0,0,0,0,224,1448,0,15,0,0,20,110,0,0,0,0,0
118.932,31.731,33.7,0,1055,0,0,0,0,0,773,826,135,0,4247,0,129,82,421,31,99,0,0,0,0,198,0,1735,0,0,0,1364,0,0,0,3459,0,947,0,0,38,0,51,0,25,262,477,0,0,0,0,41,0,0,127,1145,0,775,724,0,736,0,638,0,0,0,0,0,2312,2527,0,0,0,0,250,65,0,0,140,0,0
128.88,35.324,48.089,0,0,0,0,0,0,0,0,271,97,0,8846,0,47,0,101,38,67,0,0,0,0,0,0,789,0,123,0,69,0,0,0,1222,0,501,0,0,21,0,0,0,0,0,1257,0,0,0,0,0,0,0,412,1584,0,379,267,0,254,0,1366,0,0,0,0,0,692,673,0,0,0,0,81,1018,0,22,0,0,0
14.84,7.502,6.647,75,0,0,120,0,0,0,144,383,0,0,5444,0,33,38,0,0,25,0,0,0,0,0,0,28,0,62,178,88,0,0,0,884,0,567,0,0,0,0,0,186,0,0,38,0,0,0,0,0,0,0,146,1438,0,609,133,0,0,0,612,0,0,0,0,0,862,642,0,0,0,0,0,39,0,0,0,0,0
133.852,63.914,57.215,0,153,0,0,0,0,0,0,1658,827,0,9375,0,151,84,230,55,131,0,0,0,0,0,0,441,0,0,1185,111,0,0,0,1566,0,332,0,0,0,0,8,0,0,0,1007,0,0,0,0,0,484,0,310,2122,56,1135,0,0,0,0,3655,0,0,0,0,0,1231,1967,0,0,0,0,6,214,0,0,0,0,0
100.893,92.568,74.342,0,0,0,0,0,0,5,68,924,31,13,5391,0,0,0,106,0,208,0,36,0,0,0,0,186,0,221,0,115,0,0,0,2186,0,379,0,0,106,0,0,0,0,0,377,11,0,0,567,4,270,0,323,2328,23,957,244,0,943,0,8671,0,0,0,0,0,496,455,0,0,0,0,24,282,0,0,49,0,0
172.042,91.118,133.261,0,88,0,0,0,0,0,0,1177,62,0,8012,0,58,87,189,21,100,0,0,0,0,0,0,141,0,0,793,112,0,0,0,1550,0,509,0,0,39,0,11,0,0,0,967,0,0,0,0,0,446,0,299,2072,0,669,0,0,0,0,8329,0,0,0,0,0,1518,703,0,0,0,0,15,789,0,0,0,0,0
75.228,17.687,66.104,2,43,0,0,0,0,0,0,740,26,0,11625,0,0,0,215,0,51,0,0,0,0,0,0,574,0,0,0,240,0,0,0,3013,0,469,0,0,73,0,39,0,0,0,1675,0,0,0,0,0,0,0,257,1006,0,1081,0,0,345,0,0,0,0,0,0,0,921,358,0,0,0,0,0,939,0,0,29,0,0
175.362,86.218,41.791,40,86,0,13,0,0,0,288,411,0,0,3421,0,0,47,10,0,58,0,45,0,0,0,0,78,0,177,57,107,0,0,0,1191,0,96,0,0,0,0,0,0,36,0,1253,0,0,0,0,15,0,0,266,1038,0,593,593,0,0,0,7446,0,0,0,0,0,979,151,0,0,0,0,0,759,0,20,0,0,0
